"customerkey","givenname","cohort_year","last_purchase_date","customer_status"
535927,"Sven","2021","2022-10-15","churned"
535952,"Ulrich","2021","2021-03-05","churned"
535960,"Jessika","2023","2023-08-23","churned"
535979,"Uta","2019","2022-12-17","churned"
536029,"Nadine","2020","2020-03-13","churned"
536043,"Kerstin","2019","2019-02-26","churned"
536085,"Marcel","2022","2022-12-28","churned"
536093,"Johanna","2017","2017-01-14","churned"
536100,"Ralph","2022","2022-08-29","churned"
536129,"Kerstin","2019","2019-12-12","churned"
536152,"Markus","2018","2018-01-18","churned"
536162,"Christina","2020","2020-05-09","churned"
536208,"Lisa","2017","2022-02-12","churned"
536210,"Ulrich","2019","2019-02-20","churned"
536324,"Lisa","2022","2022-12-24","churned"
536400,"Yvonne","2018","2023-05-27","churned"
536499,"Johanna","2023","2023-09-27","churned"
536508,"Ralph","2022","2023-12-11","active"
536562,"Daniela","2016","2016-07-26","churned"
536590,"Robert","2022","2024-02-12","active"
536677,"Kathrin","2019","2023-11-22","active"
536691,"Tobias","2022","2023-05-23","churned"
536707,"Ralph","2015","2023-10-28","active"
536708,"Paul","2022","2022-06-22","churned"
536719,"Maria","2019","2023-08-18","churned"
536725,"Doreen","2019","2021-09-29","churned"
536819,"Torsten","2018","2018-01-19","churned"
536924,"Brigitte","2018","2018-02-13","churned"
536928,"Jennifer","2016","2024-04-15","active"
536935,"Thorsten","2020","2023-02-22","churned"
536952,"Dennis","2023","2023-09-06","churned"
536973,"Marcel","2022","2022-11-26","churned"
536991,"Luca","2023","2023-07-01","churned"
537007,"Leonie","2019","2023-12-26","active"
537028,"Sabrina","2019","2019-06-19","churned"
537031,"Peter","2020","2024-03-15","active"
537061,"Jessika","2022","2023-05-01","churned"
537078,"Sabrina","2019","2021-07-24","churned"
537092,"Bernd","2019","2023-05-27","churned"
537160,"Thorsten","2019","2019-08-01","churned"
537197,"Sophie","2019","2019-02-23","churned"
537206,"Frank","2021","2023-01-04","churned"
537241,"Birgit","2016","2016-07-06","churned"
537315,"Barbara","2019","2019-05-03","churned"
537326,"Anja","2016","2023-07-01","churned"
537345,"Lucas","2022","2023-06-01","churned"
537481,"Brigitte","2017","2017-01-19","churned"
537505,"Jörg","2015","2017-11-30","churned"
537587,"Ulrike","2018","2020-06-06","churned"
537638,"Felix","2017","2017-10-05","churned"
537648,"Mike","2019","2022-12-05","churned"
537744,"Lea","2016","2016-12-06","churned"
537779,"Jonas","2018","2019-06-15","churned"
537844,"Annett","2021","2022-09-13","churned"
537910,"Jessica","2016","2021-11-06","churned"
537928,"Ute","2022","2022-12-24","churned"
537949,"Max","2023","2023-01-14","churned"
537958,"Julia","2022","2022-06-17","churned"
537965,"Dennis","2023","2023-05-31","churned"
538130,"Marko","2019","2019-03-05","churned"
538139,"Lena","2021","2021-11-12","churned"
538167,"Alexander","2016","2016-10-11","churned"
538285,"Ralf","2022","2023-06-28","churned"
538387,"Christin","2015","2019-08-15","churned"
538458,"Christine","2020","2023-01-02","churned"
538487,"Benjamin","2017","2024-02-17","active"
538494,"Petra","2020","2020-02-05","churned"
538551,"Peter","2018","2022-05-14","churned"
538555,"Jörg","2019","2023-06-08","churned"
538591,"Marcel","2022","2022-11-07","churned"
538609,"Jan","2020","2020-10-06","churned"
538695,"Philipp","2020","2023-08-01","churned"
538699,"Ulrike","2022","2022-04-30","churned"
538802,"Patrick","2022","2023-10-27","active"
538817,"Manuela","2018","2021-12-11","churned"
538932,"Dieter","2022","2022-06-23","churned"
538968,"Sara","2021","2021-11-20","churned"
539077,"Melanie","2018","2019-07-05","churned"
539122,"Sven","2019","2019-07-15","churned"
539140,"Stephanie","2020","2020-01-01","churned"
539154,"Petra","2023","2024-03-30","active"
539170,"Jonas","2022","2023-04-23","churned"
539220,"Jens","2016","2022-12-03","churned"
539294,"Jens","2015","2015-12-28","churned"
539349,"Franziska","2018","2023-02-05","churned"
539379,"Andrea","2022","2023-07-13","churned"
539432,"Stefan","2018","2018-03-02","churned"
539502,"Tobias","2022","2022-02-17","churned"
539509,"Jörg","2023","2023-05-27","churned"
539522,"Swen","2016","2019-11-05","churned"
539529,"Christian","2016","2016-11-16","churned"
539532,"Daniela","2018","2018-01-23","churned"
539551,"Simone","2019","2023-07-21","churned"
539673,"Sabine","2021","2021-11-18","churned"
539712,"Tobias","2023","2023-07-26","churned"
539727,"Melanie","2021","2022-01-28","churned"
539748,"Dirk","2023","2023-10-14","churned"
539759,"Andrea","2018","2022-10-27","churned"
539764,"Mike","2019","2023-08-27","churned"
539800,"Mike","2021","2021-12-17","churned"
539803,"Sebastian","2019","2022-06-18","churned"
539914,"Swen","2020","2020-01-16","churned"
539962,"Manuela","2015","2023-10-14","churned"
539971,"Jonas","2018","2018-06-12","churned"
539990,"Juliane","2022","2023-04-29","churned"
540076,"Kathrin","2022","2022-02-07","churned"
540077,"Kristin","2022","2022-08-11","churned"
540113,"Lukas","2022","2023-12-04","active"
540145,"Melanie","2020","2020-09-04","churned"
540156,"Heike","2023","2023-06-24","churned"
540184,"Thorsten","2020","2023-01-03","churned"
540198,"Dennis","2022","2023-06-06","churned"
540315,"Martin","2019","2019-10-03","churned"
540426,"Ines","2022","2023-02-25","churned"
540441,"Manuela","2019","2019-10-12","churned"
540466,"David","2020","2020-02-13","churned"
540477,"Leonie","2022","2023-07-06","churned"
540565,"Mandy","2021","2021-07-27","churned"
540566,"Steffen","2023","2023-06-28","churned"
540644,"Nadine","2021","2022-02-03","churned"
540652,"Jan","2019","2023-02-03","churned"
540668,"Kevin","2017","2024-04-02","active"
540771,"Claudia","2021","2021-12-21","churned"
540812,"Simone","2018","2023-01-30","churned"
540887,"Antje","2020","2020-12-17","churned"
540927,"Anke","2018","2018-07-06","churned"
540946,"Brigitte","2018","2023-10-30","active"
540980,"Swen","2021","2021-07-24","churned"
540983,"Jessica","2018","2023-04-29","churned"
540989,"Klaudia","2021","2021-08-18","churned"
541005,"Sophie","2018","2024-02-05","active"
541071,"Sandra","2020","2023-07-05","churned"
541074,"Erik","2019","2022-12-21","churned"
541075,"Michael","2016","2016-08-31","churned"
541102,"Tom","2022","2022-10-18","churned"
541141,"Susanne","2021","2023-01-25","churned"
541202,"Luca","2020","2022-09-23","churned"
541250,"Christina","2019","2021-04-29","churned"
541316,"Felix","2021","2024-01-16","active"
541359,"Ulrike","2018","2023-06-21","churned"
541376,"Yvonne","2016","2019-12-17","churned"
541383,"Paul","2022","2022-08-31","churned"
541403,"Ulrike","2016","2016-02-26","churned"
541461,"Thorsten","2021","2023-10-12","churned"
541465,"Anja","2023","2023-03-04","churned"
541514,"Andrea","2018","2024-01-05","active"
541572,"Mathias","2021","2021-01-02","churned"
541619,"Thorsten","2018","2024-03-09","active"
541664,"Jessica","2022","2022-06-25","churned"
541709,"Robert","2017","2019-11-28","churned"
541770,"Ralph","2017","2023-10-28","active"
541801,"Jens","2019","2023-09-27","churned"
541816,"Silke","2023","2023-01-07","churned"
541870,"Steffen","2019","2019-05-25","churned"
541878,"Uta","2018","2024-01-29","active"
541916,"Paul","2019","2019-01-25","churned"
541962,"Mario","2021","2022-08-20","churned"
541972,"Kristian","2020","2022-03-03","churned"
541974,"Frank","2023","2023-08-28","churned"
541984,"Steffen","2023","2023-06-09","churned"
542008,"Philipp","2022","2024-04-13","active"
542016,"Sabrina","2017","2022-05-25","churned"
542038,"Sebastian","2015","2024-01-25","active"
542130,"Frank","2016","2022-02-21","churned"
542412,"Maria","2019","2019-04-22","churned"
542416,"Melanie","2016","2023-08-17","churned"
542431,"Marcel","2020","2020-03-23","churned"
542548,"Erik","2021","2022-08-06","churned"
542553,"Tobias","2018","2018-11-09","churned"
542568,"Benjamin","2023","2023-09-17","churned"
542593,"Mario","2020","2020-07-09","churned"
542644,"Melanie","2023","2023-02-22","churned"
542743,"Ute","2019","2022-12-08","churned"
542792,"Sarah","2015","2015-02-21","churned"
542801,"Katharina","2023","2023-08-16","churned"
542839,"Marko","2016","2023-09-08","churned"
542936,"Maik","2019","2019-07-02","churned"
543008,"Torsten","2023","2023-06-06","churned"
543081,"Marko","2022","2022-12-10","churned"
543103,"Gabriele","2021","2022-11-14","churned"
543110,"Leah","2016","2016-02-26","churned"
543116,"Peter","2015","2023-12-25","active"
543126,"Maik","2023","2023-03-16","churned"
543133,"Susanne","2022","2022-10-15","churned"
543164,"Swen","2020","2023-11-24","active"
543200,"Julia","2019","2022-12-14","churned"
543259,"Sven","2022","2022-09-25","churned"
543277,"Martin","2016","2016-10-27","churned"
543402,"Lisa","2017","2023-06-17","churned"
543478,"Leah","2023","2023-08-26","churned"
543486,"Florian","2022","2023-04-28","churned"
543521,"Jonas","2018","2018-06-02","churned"
543534,"Jürgen","2023","2023-01-09","churned"
543591,"Brigitte","2023","2023-07-26","churned"
543628,"Maximilian","2022","2022-12-21","churned"
543787,"Torsten","2023","2023-02-11","churned"
543788,"Angelika","2019","2024-03-19","active"
543886,"Niklas","2022","2024-02-21","active"
543915,"Michelle","2021","2023-01-30","churned"
543941,"Julia","2022","2022-10-15","churned"
543970,"Klaus","2022","2022-04-27","churned"
543977,"Nadine","2016","2023-07-10","churned"
544005,"Lea","2019","2019-05-16","churned"
544021,"Jennifer","2019","2019-09-21","churned"
544074,"Stephan","2023","2023-04-22","churned"
544113,"Martina","2016","2021-11-30","churned"
544141,"Bernd","2019","2021-11-04","churned"
544167,"Anna","2021","2021-09-25","churned"
544186,"Luca","2017","2017-02-11","churned"
544236,"Lucas","2020","2022-05-03","churned"
544361,"Claudia","2015","2015-08-29","churned"
544376,"Janina","2021","2021-03-24","churned"
544418,"Stephan","2021","2023-07-09","churned"
544433,"Sabine","2016","2016-09-08","churned"
544441,"Sophia","2022","2023-02-22","churned"
544442,"Sara","2022","2023-07-17","churned"
544447,"Lena","2018","2018-09-03","churned"
544624,"Tim","2023","2023-05-29","churned"
544633,"Tim","2023","2023-09-12","churned"
544688,"Tom","2018","2022-10-05","churned"
544755,"Julia","2016","2017-12-19","churned"
544823,"Brigitte","2019","2019-03-06","churned"
544864,"Anja","2022","2023-12-07","active"
544891,"Jürgen","2021","2021-12-31","churned"
544943,"Luca","2022","2022-08-10","churned"
544980,"Marie","2022","2022-09-03","churned"
544995,"Sarah","2023","2023-09-28","churned"
545029,"Karin","2015","2015-01-24","churned"
545076,"Nicole","2023","2023-04-26","churned"
545113,"Doreen","2023","2023-02-14","churned"
545116,"René","2017","2017-06-19","churned"
545150,"Patrick","2019","2022-07-02","churned"
545153,"Tom","2022","2023-10-11","churned"
545247,"Janina","2017","2017-09-16","churned"
545273,"Lisa","2018","2023-08-24","churned"
545319,"Frank","2017","2023-09-28","churned"
545333,"Jan","2019","2023-06-15","churned"
545357,"Franziska","2021","2021-06-25","churned"
545461,"Dieter","2015","2023-03-12","churned"
545472,"Leonie","2015","2024-01-26","active"
545475,"Kristian","2018","2019-08-20","churned"
545479,"Anke","2021","2021-02-18","churned"
545550,"Tobias","2022","2022-02-23","churned"
545611,"Brigitte","2020","2020-02-16","churned"
545626,"Yvonne","2020","2024-03-05","active"
545636,"Uta","2023","2023-09-19","churned"
545649,"Anne","2022","2024-02-16","active"
545853,"Maximilian","2022","2022-09-29","churned"
545919,"Marco","2021","2024-02-08","active"
545933,"Johanna","2022","2022-11-02","churned"
545954,"Manuela","2022","2022-08-18","churned"
545955,"Leon","2015","2021-06-17","churned"
546005,"Uwe","2019","2023-12-23","active"
546127,"Anne","2018","2022-10-19","churned"
546134,"Ulrich","2021","2023-11-21","active"
546255,"Uwe","2022","2023-01-26","churned"
546349,"Klaudia","2020","2023-09-17","churned"
546415,"Kerstin","2018","2024-02-12","active"
546431,"Anja","2018","2020-03-06","churned"
546439,"Niklas","2018","2022-03-09","churned"
546500,"Lena","2020","2022-10-12","churned"
546655,"Tobias","2020","2023-03-08","churned"
546698,"Stephanie","2017","2023-12-16","active"
546764,"Ulrike","2022","2022-05-18","churned"
546788,"Peter","2019","2020-05-13","churned"
546834,"Kristin","2019","2019-05-25","churned"
546862,"Felix","2018","2018-02-21","churned"
546873,"Leon","2019","2022-08-15","churned"
547103,"Antje","2022","2022-12-27","churned"
547142,"Jörg","2022","2024-01-15","active"
547169,"Ute","2019","2022-03-14","churned"
547171,"Lukas","2015","2022-11-29","churned"
547201,"Barbara","2016","2018-05-29","churned"
547219,"Lucas","2020","2023-10-09","churned"
547258,"Patrick","2018","2018-03-08","churned"
547312,"Kristin","2019","2023-02-22","churned"
547364,"Thomas","2019","2019-05-08","churned"
547614,"Jonas","2019","2022-10-29","churned"
547648,"Benjamin","2023","2023-08-03","churned"
547681,"Lukas","2020","2020-06-11","churned"
547759,"Philipp","2016","2016-06-21","churned"
547869,"Juliane","2022","2023-01-25","churned"
547940,"Marie","2015","2023-01-11","churned"
547956,"Leah","2023","2023-10-17","churned"
547971,"Sandra","2021","2021-06-14","churned"
547973,"Mike","2022","2022-10-25","churned"
547977,"Max","2021","2021-10-21","churned"
548011,"René","2019","2019-04-25","churned"
548104,"Nadine","2022","2022-03-07","churned"
548172,"Simone","2023","2023-10-16","churned"
548207,"Thomas","2016","2016-12-19","churned"
548230,"Daniela","2021","2021-12-18","churned"
548288,"Klaudia","2017","2019-06-18","churned"
548335,"Karin","2019","2019-05-06","churned"
548340,"Katharina","2019","2019-11-29","churned"
548368,"Dirk","2019","2023-11-30","active"
548373,"Sven","2020","2020-12-12","churned"
548445,"Markus","2022","2022-09-14","churned"
548457,"Marie","2019","2019-09-22","churned"
548514,"Klaudia","2021","2024-02-03","active"
548563,"Silke","2022","2022-08-19","churned"
548595,"Christin","2015","2022-10-05","churned"
548623,"Sara","2022","2022-12-29","churned"
548625,"Marko","2018","2018-07-23","churned"
548630,"Uta","2017","2017-12-19","churned"
548638,"Daniel","2017","2023-08-31","churned"
548770,"Mario","2017","2019-09-14","churned"
548773,"Dennis","2022","2024-02-02","active"
548808,"Angelika","2022","2023-01-14","churned"
548843,"Luca","2020","2022-08-09","churned"
548847,"Martina","2023","2023-04-15","churned"
548935,"Andreas","2018","2023-10-28","active"
548945,"Michelle","2023","2023-10-17","churned"
548963,"Leah","2018","2018-01-24","churned"
548989,"Anne","2021","2022-11-26","churned"
549004,"Mandy","2022","2022-09-17","churned"
549028,"Angelika","2018","2021-09-29","churned"
549090,"Brigitte","2016","2016-12-01","churned"
549120,"Stephanie","2019","2023-11-07","active"
549149,"Sabrina","2015","2023-02-10","churned"
549196,"Marko","2018","2019-12-03","churned"
549249,"Dirk","2022","2024-03-21","active"
549282,"Tanja","2019","2023-02-22","churned"
549311,"Andreas","2018","2018-10-04","churned"
549322,"Heike","2023","2023-01-13","churned"
549389,"Ute","2019","2019-09-26","churned"
549421,"Dennis","2018","2023-02-23","churned"
549436,"Lucas","2022","2022-12-10","churned"
549463,"Niklas","2016","2021-10-16","churned"
549548,"Jessica","2022","2022-01-13","churned"
549585,"Patrick","2016","2022-09-06","churned"
549586,"Katja","2018","2024-02-23","active"
549629,"Lucas","2022","2022-09-05","churned"
549636,"Nadine","2016","2018-02-28","churned"
549761,"Manuela","2018","2018-03-15","churned"
549819,"Dominik","2022","2023-11-25","active"
549852,"Dirk","2020","2020-02-19","churned"
549875,"Dirk","2022","2022-05-27","churned"
549919,"Angelika","2018","2018-11-08","churned"
549925,"Uwe","2022","2022-03-14","churned"
549945,"Marcel","2016","2021-12-24","churned"
549961,"Marco","2017","2019-07-15","churned"
550089,"Lena","2022","2022-02-28","churned"
550233,"Kathrin","2019","2021-08-06","churned"
550260,"Christian","2018","2023-12-30","active"
550295,"Christina","2023","2023-03-13","churned"
550470,"Anne","2019","2019-07-03","churned"
550492,"Lisa","2019","2019-08-31","churned"
550542,"Kristin","2019","2019-03-07","churned"
550554,"Luca","2022","2022-12-29","churned"
550584,"Jonas","2018","2022-05-09","churned"
550587,"Ulrike","2021","2021-10-21","churned"
550610,"Ulrike","2019","2019-10-04","churned"
550624,"Jürgen","2015","2017-04-29","churned"
550627,"Marie","2022","2022-05-14","churned"
550635,"Mathias","2019","2024-03-02","active"
550689,"Kristin","2017","2022-02-02","churned"
550691,"Klaus","2018","2019-07-22","churned"
550717,"Mathias","2018","2022-10-22","churned"
550788,"David","2022","2023-04-25","churned"
550802,"Christine","2023","2023-02-08","churned"
550848,"Stefan","2022","2022-09-01","churned"
550856,"Leon","2023","2023-01-20","churned"
550883,"Marie","2020","2023-06-18","churned"
550922,"Kristin","2018","2018-09-13","churned"
